Organización Inventario	Artículo	Descripción	Fecha de Creacion	Fecha de ultima actualizacion	Creado Por	Importado	Provisión Inventarios	NUMERADOS	En Custodia	Artículo Plan Vallejo	Cliente Producto	Flexfield12	flexfield13	Pricat Desc Larga	Pricat Desc Corta	Responsabilidad	Actualizado por	Atributo6	Crear En Wip	Suministro Tipo	Subinventario	WIP_SUPPLY_LOCATOR_ID	Localizador	Tipo Tolerancia	Valor Tolerancia	Arrastre Inventario	Retraso Operación
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701297	FORMICA PETROLEO PORO REF:2237 1220MM X 3060MM F8	3-feb-16	24-sep-24	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701300	FORMICA PETROLEO SPLIT REF: 2237 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701301	FORMICA PETROLEO ULTRA PORO REF:2237 1220MM X 3060MM F8	3-feb-16	24-sep-24	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701406	FORMICA BASE MARKER BOARD (PIZARRA) GLOSS (BRILLANTE) REF: 4101 1220MM X 2440MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701407	FORMICA BASE MARKER BOARD (PIZARRA) GLOSS (BRILLANTE) REF: 4101 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701409	FORMICA BASE MARKER BOARD (PIZARRA) GLOSS (BRILLANTE) REF: 4101 1530MM X 3660MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				CREACIONES KARLO C. A.					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3660	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701463	FORMICA PROVINCIAL OAK GLOSS (BRILLANTE) REF: 1501 1220MM X 2440MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701464	FORMICA PROVINCIAL OAK GLOSS (BRILLANTE) REF: 1501 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701466	FORMICA PROVINCIAL OAK DEEP LINE REF: 1501 1220MM X 2440MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701467	FORMICA PROVINCIAL OAK DEEP LINE REF: 1501 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701468	FORMICA PROVINCIAL OAK LEGNO REF: 1501 1220MM X 2440MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701469	FORMICA PROVINCIAL OAK LEGNO REF: 1501 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701470	FORMICA PROVINCIAL OAK MATE REF: 1501 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701471	FORMICA PROVINCIAL OAK PAINTED WOOD REF: 1501 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701474	FORMICA PROVINCIAL OAK PORO REF:1501 1220MM X 2440MM F8	3-feb-16	24-sep-24	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701475	FORMICA PROVINCIAL OAK PORO REF:1501 1220MM X 3060MM F8	3-feb-16	24-sep-24	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701477	FORMICA PROVINCIAL OAK SPLIT REF: 1501 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701478	FORMICA PROVINCIAL OAK ULTRA PORO REF:1501 1220MM X 3060MM F8	3-feb-16	24-sep-24	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701522	FORMICA LINEAL OAK (ROBLE LINEAL) GLOSS (BRILLANTE) REF: 1467 1220MM X 2440MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701523	FORMICA LINEAL OAK (ROBLE LINEAL) GLOSS (BRILLANTE) REF: 1467 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701525	FORMICA LINEAL OAK (ROBLE LINEAL) DEEP LINE REF: 1467 1220MM X 2440MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701526	FORMICA LINEAL OAK (ROBLE LINEAL) DEEP LINE REF: 1467 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701527	FORMICA LINEAL OAK (ROBLE LINEAL) LEGNO REF: 1467 1220MM X 2440MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701528	FORMICA LINEAL OAK (ROBLE LINEAL) LEGNO REF: 1467 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701529	FORMICA LINEAL OAK (ROBLE LINEAL) MATE REF: 1467 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701530	FORMICA LINEAL OAK (ROBLE LINEAL) PAINTED WOOD REF: 1467 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701533	FORMICA LINEAL OAK (ROBLE LINEAL) PORO REF:1467 1220MM X 2440MM F8	3-feb-16	24-sep-24	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701534	FORMICA LINEAL OAK (ROBLE LINEAL) PORO REF:1467 1220MM X 3060MM F8	3-feb-16	24-sep-24	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701536	FORMICA LINEAL OAK (ROBLE LINEAL) SPLIT REF: 1467 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701537	FORMICA LINEAL OAK (ROBLE LINEAL) ULTRA PORO REF:1467 1220MM X 3060MM F8	3-feb-16	24-sep-24	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701538	FORMICA NATURAL OAK (ROBLE NATURAL) GLOSS (BRILLANTE) REF: 1802 1220MM X 2440MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701539	FORMICA NATURAL OAK (ROBLE NATURAL) GLOSS (BRILLANTE) REF: 1802 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701541	FORMICA NATURAL OAK (ROBLE NATURAL) DEEP LINE REF: 1802 1220MM X 2440MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701542	FORMICA NATURAL OAK (ROBLE NATURAL) DEEP LINE REF: 1802 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701543	FORMICA NATURAL OAK (ROBLE NATURAL) LEGNO REF: 1802 1220MM X 2440MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701544	FORMICA NATURAL OAK (ROBLE NATURAL) LEGNO REF: 1802 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701545	FORMICA NATURAL OAK (ROBLE NATURAL) PAINTED WOOD REF: 1802 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701548	FORMICA NATURAL OAK (ROBLE NATURAL) PORO REF:1802 1220MM X 2440MM F8	3-feb-16	24-sep-24	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701549	FORMICA NATURAL OAK (ROBLE NATURAL) PORO REF:1802 1220MM X 3060MM F8	3-feb-16	24-sep-24	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701551	FORMICA NATURAL OAK (ROBLE NATURAL) SPLIT REF: 1802 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701552	FORMICA NATURAL OAK (ROBLE NATURAL) ULTRA PORO REF:1802 1220MM X 3060MM F8	3-feb-16	24-sep-24	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701553	FORMICA RED (ROJO) GLOSS (BRILLANTE) REF: 2137 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701555	FORMICA RED (ROJO) GLOSS (BRILLANTE) REF: 2137 1530MM X 3660MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				CREACIONES KARLO C. A.					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3660	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701557	FORMICA RED (ROJO) DEEP LINE REF: 2137 1220MM X 2440MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701558	FORMICA RED (ROJO) DEEP LINE REF: 2137 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701559	FORMICA RED (ROJO) DEEP LINE REF: 2137 1530MM X 3660MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				CREACIONES KARLO C. A.					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3660	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701560	FORMICA ROJO IMPERIO BRILLANTE REF: 3054 1220MM X 2440MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701561	FORMICA ROJO IMPERIO BRILLANTE REF: 3054 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701563	FORMICA ROJO IMPERIO DEEP LINE REF: 3054 1220MM X 2440MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701564	FORMICA ROJO IMPERIO DEEP LINE REF: 3054 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701565	FORMICA ROJO IMPERIO LEGNO REF: 3054 1220MM X 2440MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701566	FORMICA ROJO IMPERIO LEGNO REF: 3054 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701567	FORMICA ROJO IMPERIO MATE REF: 3054 1220MM X 2440MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701568	FORMICA ROJO IMPERIO MATE REF: 3054 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701569	FORMICA ROJO IMPERIO PAINTED WOOD REF: 3054 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701572	FORMICA ROJO IMPERIO PORO REF: 3054 1220MM X 2440MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701573	FORMICA ROJO IMPERIO PORO REF: 3054 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701575	FORMICA ROJO IMPERIO SPLIT REF: 3054 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701576	FORMICA ROJO IMPERIO ULTRA PORO REF:3054 1220MM X 3060MM F8	3-feb-16	24-sep-24	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	JCUENCA048_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701577	FORMICA RED (ROJO) LEGNO REF: 2137 1220MM X 2440MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				TIJARO MARIA EUGENIA					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	2440	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701578	FORMICA RED (ROJO) LEGNO REF: 2137 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701579	FORMICA RED (ROJO) LEGNO REF: 2137 1530MM X 3660MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				CREACIONES KARLO C. A.					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3660	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701581	FORMICA RED (ROJO) MATE REF: 2137 1530MM X 3660MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				CREACIONES KARLO C. A.					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3660	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
M03 CARVAJAL ESPACIOS PLANTA PALMIRA	23701582	FORMICA RED (ROJO) PAINTED WOOD REF: 2137 1220MM X 3060MM F8	3-feb-16	27-nov-23	YCONSTAIN805_CO		SI				MODUART S.A. COMERCIALIZADORA INTERNACIONAL					MEPAL_CO_INV_CREADOR_ARTICULOS	FRUALES674_CO	3060	N	Proceso Tirar Operación	CARPINT	761161	FOR.  1.  1.  1.                      .                      				
